from_portid,to_portid,sample_date,sea_distance_nm,transit_days_observed,month,origin_vessel_count,dest_vessel_count,origin_congestion_index,dest_congestion_index,chokepoint_stress_max,wave_height_m,wind_speed_kn,storm_flag,precipitation_mm,has_disruption,disruption_severity,infrastructure_quality_avg,cross_region_flag,delay_hours
port1002,port235,2021-03-15,6987.6,26.2,3,1430,1511,1.007,1.132,0.0,0.0,0.0,0,0.0,1,3,0.736,1,17.51
port1002,port235,2021-04-15,6987.6,26.2,4,1430,1511,0.903,1.116,0.0,0.0,0.0,0,0.0,1,3,0.736,1,16.3
port1002,port235,2021-05-15,6987.6,26.2,5,1430,1511,0.981,1.058,0.0,0.0,0.0,0,0.0,1,3,0.736,1,11.92
port1002,port235,2021-06-15,6987.6,26.2,6,1430,1511,1.077,0.893,0.0,0.0,0.0,0,0.0,1,3,0.736,1,13.36
port1002,port235,2021-07-15,6987.6,26.2,7,1430,1511,0.964,0.967,0.0,0.0,0.0,0,0.0,1,3,0.736,1,7.55
port1002,port235,2021-08-15,6987.6,26.2,8,1430,1511,0.877,0.909,0.0,0.0,0.0,0,0.0,1,3,0.736,1,7.55
port1002,port235,2021-09-15,6987.6,26.2,9,1430,1511,0.868,1.008,0.0,0.0,0.0,0,0.0,1,3,0.736,1,8.15
port1002,port235,2021-10-15,6987.6,26.2,10,1430,1511,0.894,1.05,0.0,0.0,0.0,0,0.0,1,3,0.736,1,11.32
port1002,port235,2021-11-15,6987.6,26.2,11,1430,1511,1.042,0.992,0.0,0.0,0.0,0,0.0,1,3,0.736,1,10.71
port1002,port235,2021-12-15,6987.6,26.2,12,1430,1511,1.042,0.967,0.0,0.0,0.0,0,0.0,1,3,0.736,1,10.71
port1002,port235,2022-01-15,6987.6,26.2,1,1430,1511,0.912,0.909,0.0,0.0,0.0,0,0.0,0,0,0.736,1,0.0
port1002,port235,2022-02-15,6987.6,26.2,2,1430,1511,1.068,1.033,0.0,0.0,0.0,0,0.0,0,0,0.736,1,5.13
port1002,port235,2022-03-15,6987.6,26.2,3,1430,1511,0.955,1.091,0.0,0.0,0.0,0,0.0,0,0,0.736,1,6.87
port1002,port235,2022-04-15,6987.6,26.2,4,1430,1511,0.929,0.967,0.0,0.0,0.0,0,0.0,0,0,0.736,1,0.0
port1002,port235,2022-05-15,6987.6,26.2,5,1430,1511,0.955,0.876,0.0,0.0,0.0,0,0.0,0,0,0.736,1,0.0
port1002,port235,2022-06-15,6987.6,26.2,6,1430,1511,1.085,0.736,0.0,0.0,0.0,0,0.0,0,0,0.736,1,6.41
port1002,port235,2022-07-15,6987.6,26.2,7,1430,1511,0.99,1.0,0.0,0.0,0.0,0,0.0,0,0,0.736,1,0.0
port1002,port235,2022-08-15,6987.6,26.2,8,1430,1511,1.042,0.942,0.0,0.0,0.0,0,0.0,0,0,0.736,1,3.17
port1002,port235,2022-09-15,6987.6,26.2,9,1430,1511,0.894,1.124,0.0,0.0,0.0,0,0.0,0,0,0.736,1,9.36
port1002,port235,2022-10-15,6987.6,26.2,10,1430,1511,1.068,1.248,0.0,0.0,0.0,0,0.0,0,0,0.736,1,18.71
port1002,port235,2022-11-15,6987.6,26.2,11,1430,1511,1.103,1.14,0.0,0.0,0.0,0,0.0,0,0,0.736,1,10.56
port1002,port235,2022-12-15,6987.6,26.2,12,1430,1511,1.016,1.248,0.0,0.0,0.0,0,0.0,0,0,0.736,1,18.71
port1002,port235,2023-01-15,6987.6,26.2,1,1430,1511,1.016,1.38,0.0,0.0,0.0,0,0.0,0,0,0.736,1,28.67
port1002,port235,2023-02-15,6987.6,26.2,2,1430,1511,0.912,1.198,0.0,0.0,0.0,0,0.0,0,0,0.736,1,14.94
port1002,port235,2023-03-15,6987.6,26.2,3,1430,1511,0.998,1.091,0.0,0.0,0.0,0,0.0,0,0,0.736,1,6.87
port1002,port235,2023-04-15,6987.6,26.2,4,1430,1511,1.12,1.074,0.0,0.0,0.0,0,0.0,0,0,0.736,1,9.05
port1002,port235,2023-05-15,6987.6,26.2,5,1430,1511,1.033,1.033,0.0,0.0,0.0,0,0.0,0,0,0.736,1,2.49
port1002,port235,2023-06-15,6987.6,26.2,6,1430,1511,1.085,1.05,0.0,0.0,0.0,0,0.0,0,0,0.736,1,6.41
port1002,port235,2023-07-15,6987.6,26.2,7,1430,1511,1.103,1.066,0.0,0.0,0.0,0,0.0,0,0,0.736,1,7.77
port1002,port235,2023-08-15,6987.6,26.2,8,1430,1511,1.068,1.083,0.0,0.0,0.0,0,0.0,0,0,0.736,1,6.26
port1002,port235,2023-09-15,6987.6,26.2,9,1430,1511,0.981,1.132,0.0,0.0,0.0,0,0.0,0,0,0.736,1,9.96
port1002,port235,2023-10-15,6987.6,26.2,10,1430,1511,0.99,1.066,0.0,0.0,0.0,0,0.0,0,0,0.736,1,4.98
port1002,port235,2023-11-15,6987.6,26.2,11,1430,1511,0.912,1.099,0.0,0.0,0.0,0,0.0,0,0,0.736,1,7.47
port1002,port235,2023-12-15,6987.6,26.2,12,1430,1511,1.146,0.992,0.0,0.0,0.0,0,0.0,0,0,0.736,1,11.02
port1002,port239,2020-01-15,9155.3,41.9,1,1430,13509,0.946,0.933,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-02-15,9155.3,41.9,2,1430,13509,1.05,1.067,0.0,0.0,0.0,0,0.0,0,0,0.688,1,8.09
port1002,port239,2020-03-15,9155.3,41.9,3,1430,13509,0.972,1.019,0.0,0.0,0.0,0,0.0,0,0,0.688,1,2.29
port1002,port239,2020-04-15,9155.3,41.9,4,1430,13509,0.99,1.034,0.0,0.0,0.0,0,0.0,0,0,0.688,1,4.1
port1002,port239,2020-05-15,9155.3,41.9,5,1430,13509,0.998,0.944,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-06-15,9155.3,41.9,6,1430,13509,0.886,0.946,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-07-15,9155.3,41.9,7,1430,13509,0.938,0.937,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-08-15,9155.3,41.9,8,1430,13509,0.972,1.031,0.0,0.0,0.0,0,0.0,0,0,0.688,1,3.74
port1002,port239,2020-09-15,9155.3,41.9,9,1430,13509,0.955,0.991,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-10-15,9155.3,41.9,10,1430,13509,0.92,0.966,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2020-11-15,9155.3,41.9,11,1430,13509,1.085,1.101,0.0,0.0,0.0,0,0.0,0,0,0.688,1,12.19
port1002,port239,2020-12-15,9155.3,41.9,12,1430,13509,1.181,1.12,0.0,0.0,0.0,0,0.0,0,0,0.688,1,21.84
port1002,port239,2021-01-15,9155.3,41.9,1,1430,13509,1.077,0.952,0.0,0.0,0.0,0,0.0,0,0,0.688,1,9.29
port1002,port239,2021-02-15,9155.3,41.9,2,1430,13509,1.033,1.011,0.0,0.0,0.0,0,0.0,0,0,0.688,1,3.98
port1002,port239,2021-03-15,9155.3,41.9,3,1430,13509,1.007,0.916,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.84
port1002,port239,2021-04-15,9155.3,41.9,4,1430,13509,0.903,1.06,0.0,0.0,0.0,0,0.0,0,0,0.688,1,7.24
port1002,port239,2021-05-15,9155.3,41.9,5,1430,13509,0.981,0.953,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2021-06-15,9155.3,41.9,6,1430,13509,1.077,0.998,0.0,0.0,0.0,0,0.0,0,0,0.688,1,9.29
port1002,port239,2021-07-15,9155.3,41.9,7,1430,13509,0.964,1.027,0.0,0.0,0.0,0,0.0,0,0,0.688,1,3.26
port1002,port239,2021-08-15,9155.3,41.9,8,1430,13509,0.877,0.914,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2021-09-15,9155.3,41.9,9,1430,13509,0.868,1.074,0.0,0.0,0.0,0,0.0,0,0,0.688,1,8.93
port1002,port239,2021-10-15,9155.3,41.9,10,1430,13509,0.894,0.987,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2021-11-15,9155.3,41.9,11,1430,13509,1.042,1.072,0.0,0.0,0.0,0,0.0,0,0,0.688,1,8.69
port1002,port239,2021-12-15,9155.3,41.9,12,1430,13509,1.042,1.055,0.0,0.0,0.0,0,0.0,0,0,0.688,1,6.64
port1002,port239,2022-01-15,9155.3,41.9,1,1430,13509,0.912,0.969,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2022-02-15,9155.3,41.9,2,1430,13509,1.068,1.09,0.0,0.0,0.0,0,0.0,0,0,0.688,1,10.86
port1002,port239,2022-03-15,9155.3,41.9,3,1430,13509,0.955,1.088,0.0,0.0,0.0,0,0.0,0,0,0.688,1,10.62
port1002,port239,2022-04-15,9155.3,41.9,4,1430,13509,0.929,1.009,0.0,0.0,0.0,0,0.0,0,0,0.688,1,1.09
port1002,port239,2022-05-15,9155.3,41.9,5,1430,13509,0.955,0.903,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2022-06-15,9155.3,41.9,6,1430,13509,1.085,1.048,0.0,0.0,0.0,0,0.0,0,0,0.688,1,10.26
port1002,port239,2022-07-15,9155.3,41.9,7,1430,13509,0.99,1.102,0.0,0.0,0.0,0,0.0,0,0,0.688,1,12.31
port1002,port239,2022-08-15,9155.3,41.9,8,1430,13509,1.042,1.008,0.0,0.0,0.0,0,0.0,0,0,0.688,1,5.07
port1002,port239,2022-09-15,9155.3,41.9,9,1430,13509,0.894,1.009,0.0,0.0,0.0,0,0.0,0,0,0.688,1,1.09
port1002,port239,2022-10-15,9155.3,41.9,10,1430,13509,1.068,0.938,0.0,0.0,0.0,0,0.0,0,0,0.688,1,8.21
port1002,port239,2022-11-15,9155.3,41.9,11,1430,13509,1.103,1.127,0.0,0.0,0.0,0,0.0,0,0,0.688,1,15.33
port1002,port239,2022-12-15,9155.3,41.9,12,1430,13509,1.016,1.029,0.0,0.0,0.0,0,0.0,0,0,0.688,1,3.5
port1002,port239,2023-01-15,9155.3,41.9,1,1430,13509,1.016,0.919,0.0,0.0,0.0,0,0.0,0,0,0.688,1,1.93
port1002,port239,2023-02-15,9155.3,41.9,2,1430,13509,0.912,1.022,0.0,0.0,0.0,0,0.0,0,0,0.688,1,2.65
port1002,port239,2023-03-15,9155.3,41.9,3,1430,13509,0.998,1.05,0.0,0.0,0.0,0,0.0,0,0,0.688,1,6.03
port1002,port239,2023-04-15,9155.3,41.9,4,1430,13509,1.12,1.002,0.0,0.0,0.0,0,0.0,0,0,0.688,1,14.48
port1002,port239,2023-05-15,9155.3,41.9,5,1430,13509,1.033,0.946,0.0,0.0,0.0,0,0.0,0,0,0.688,1,3.98
port1002,port239,2023-06-15,9155.3,41.9,6,1430,13509,1.085,0.934,0.0,0.0,0.0,0,0.0,0,0,0.688,1,10.26
port1002,port239,2023-07-15,9155.3,41.9,7,1430,13509,1.103,0.971,0.0,0.0,0.0,0,0.0,0,0,0.688,1,12.43
port1002,port239,2023-08-15,9155.3,41.9,8,1430,13509,1.068,0.913,0.0,0.0,0.0,0,0.0,0,0,0.688,1,8.21
port1002,port239,2023-09-15,9155.3,41.9,9,1430,13509,0.981,1.077,0.0,0.0,0.0,0,0.0,0,0,0.688,1,9.29
port1002,port239,2023-10-15,9155.3,41.9,10,1430,13509,0.99,1.016,0.0,0.0,0.0,0,0.0,0,0,0.688,1,1.93
port1002,port239,2023-11-15,9155.3,41.9,11,1430,13509,0.912,0.968,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port239,2023-12-15,9155.3,41.9,12,1430,13509,1.146,1.007,0.0,0.0,0.0,0,0.0,0,0,0.688,1,17.62
port1002,port118,2020-01-15,3618.6,34.7,1,1430,4557,0.946,1.031,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.1
port1002,port118,2020-02-15,3618.6,34.7,2,1430,4557,1.05,1.018,0.0,0.0,0.0,0,0.0,0,0,0.754,1,5.0
port1002,port118,2020-03-15,3618.6,34.7,3,1430,4557,0.972,1.0,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-04-15,3618.6,34.7,4,1430,4557,0.99,0.955,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-05-15,3618.6,34.7,5,1430,4557,0.998,0.841,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-06-15,3618.6,34.7,6,1430,4557,0.886,0.825,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-07-15,3618.6,34.7,7,1430,4557,0.938,0.893,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-08-15,3618.6,34.7,8,1430,4557,0.972,0.929,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-09-15,3618.6,34.7,9,1430,4557,0.955,0.911,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-10-15,3618.6,34.7,10,1430,4557,0.92,0.919,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2020-11-15,3618.6,34.7,11,1430,4557,1.085,1.102,0.0,0.0,0.0,0,0.0,0,0,0.754,1,10.19
port1002,port118,2020-12-15,3618.6,34.7,12,1430,4557,1.181,1.026,0.0,0.0,0.0,0,0.0,0,0,0.754,1,18.09
port1002,port118,2021-01-15,3618.6,34.7,1,1430,4557,1.077,0.987,0.0,0.0,0.0,0,0.0,0,0,0.754,1,7.7
port1002,port118,2021-02-15,3618.6,34.7,2,1430,4557,1.033,0.984,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.3
port1002,port118,2021-03-15,3618.6,34.7,3,1430,4557,1.007,1.01,0.0,0.0,0.0,0,0.0,0,0,0.754,1,1.0
port1002,port118,2021-04-15,3618.6,34.7,4,1430,4557,0.903,0.976,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2021-05-15,3618.6,34.7,5,1430,4557,0.981,0.979,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2021-06-15,3618.6,34.7,6,1430,4557,1.077,1.023,0.0,0.0,0.0,0,0.0,0,0,0.754,1,7.7
port1002,port118,2021-07-15,3618.6,34.7,7,1430,4557,0.964,1.039,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.9
port1002,port118,2021-08-15,3618.6,34.7,8,1430,4557,0.877,1.039,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.9
port1002,port118,2021-09-15,3618.6,34.7,9,1430,4557,0.868,0.987,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2021-10-15,3618.6,34.7,10,1430,4557,0.894,1.018,0.0,0.0,0.0,0,0.0,0,0,0.754,1,1.8
port1002,port118,2021-11-15,3618.6,34.7,11,1430,4557,1.042,1.005,0.0,0.0,0.0,0,0.0,0,0,0.754,1,4.2
port1002,port118,2021-12-15,3618.6,34.7,12,1430,4557,1.042,0.997,0.0,0.0,0.0,0,0.0,0,0,0.754,1,4.2
port1002,port118,2022-01-15,3618.6,34.7,1,1430,4557,0.912,0.929,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2022-02-15,3618.6,34.7,2,1430,4557,1.068,1.06,0.0,0.0,0.0,0,0.0,0,0,0.754,1,6.8
port1002,port118,2022-03-15,3618.6,34.7,3,1430,4557,0.955,0.987,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2022-04-15,3618.6,34.7,4,1430,4557,0.929,1.078,0.0,0.0,0.0,0,0.0,0,0,0.754,1,7.8
port1002,port118,2022-05-15,3618.6,34.7,5,1430,4557,0.955,1.068,0.0,0.0,0.0,0,0.0,0,0,0.754,1,6.8
port1002,port118,2022-06-15,3618.6,34.7,6,1430,4557,1.085,1.01,0.0,0.0,0.0,0,0.0,0,0,0.754,1,8.49
port1002,port118,2022-07-15,3618.6,34.7,7,1430,4557,0.99,0.955,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2022-08-15,3618.6,34.7,8,1430,4557,1.042,0.95,0.0,0.0,0.0,0,0.0,0,0,0.754,1,4.2
port1002,port118,2022-09-15,3618.6,34.7,9,1430,4557,0.894,0.937,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2022-10-15,3618.6,34.7,10,1430,4557,1.068,0.948,0.0,0.0,0.0,0,0.0,0,0,0.754,1,6.8
port1002,port118,2022-11-15,3618.6,34.7,11,1430,4557,1.103,0.987,0.0,0.0,0.0,0,0.0,0,0,0.754,1,10.29
port1002,port118,2022-12-15,3618.6,34.7,12,1430,4557,1.016,1.005,0.0,0.0,0.0,0,0.0,0,0,0.754,1,1.6
port1002,port118,2023-01-15,3618.6,34.7,1,1430,4557,1.016,0.937,0.0,0.0,0.0,0,0.0,0,0,0.754,1,1.6
port1002,port118,2023-02-15,3618.6,34.7,2,1430,4557,0.912,0.963,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2023-03-15,3618.6,34.7,3,1430,4557,0.998,1.039,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.9
port1002,port118,2023-04-15,3618.6,34.7,4,1430,4557,1.12,1.002,0.0,0.0,0.0,0,0.0,0,0,0.754,1,11.99
port1002,port118,2023-05-15,3618.6,34.7,5,1430,4557,1.033,1.023,0.0,0.0,0.0,0,0.0,0,0,0.754,1,3.3
port1002,port118,2023-06-15,3618.6,34.7,6,1430,4557,1.085,1.028,0.0,0.0,0.0,0,0.0,0,0,0.754,1,8.49
port1002,port118,2023-07-15,3618.6,34.7,7,1430,4557,1.103,0.976,0.0,0.0,0.0,0,0.0,0,0,0.754,1,10.29
port1002,port118,2023-08-15,3618.6,34.7,8,1430,4557,1.068,0.95,0.0,0.0,0.0,0,0.0,0,0,0.754,1,6.8
port1002,port118,2023-09-15,3618.6,34.7,9,1430,4557,0.981,0.95,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2023-10-15,3618.6,34.7,10,1430,4557,0.99,1.002,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.2
port1002,port118,2023-11-15,3618.6,34.7,11,1430,4557,0.912,0.966,0.0,0.0,0.0,0,0.0,0,0,0.754,1,0.0
port1002,port118,2023-12-15,3618.6,34.7,12,1430,4557,1.146,0.948,0.0,0.0,0.0,0,0.0,0,0,0.754,1,14.59
port1002,port120,2020-01-15,2647.4,10.4,1,1430,1064,0.946,1.026,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.78
port1002,port120,2020-02-15,2647.4,10.4,2,1430,1064,1.05,1.026,0.0,0.0,0.0,0,0.0,0,0,0.727,0,1.5
port1002,port120,2020-03-15,2647.4,10.4,3,1430,1064,0.972,1.117,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.5
port1002,port120,2020-04-15,2647.4,10.4,4,1430,1064,0.99,1.128,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.83
port1002,port120,2020-05-15,2647.4,10.4,5,1430,1064,0.998,0.914,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-06-15,2647.4,10.4,6,1430,1064,0.886,0.97,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-07-15,2647.4,10.4,7,1430,1064,0.938,0.789,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-08-15,2647.4,10.4,8,1430,1064,0.972,0.722,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-09-15,2647.4,10.4,9,1430,1064,0.955,0.812,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-10-15,2647.4,10.4,10,1430,1064,0.92,0.925,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2020-11-15,2647.4,10.4,11,1430,1064,1.085,0.992,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.55
port1002,port120,2020-12-15,2647.4,10.4,12,1430,1064,1.181,0.959,0.0,0.0,0.0,0,0.0,0,0,0.727,0,5.42
port1002,port120,2021-01-15,2647.4,10.4,1,1430,1064,1.077,1.026,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.31
port1002,port120,2021-02-15,2647.4,10.4,2,1430,1064,1.033,1.026,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.99
port1002,port120,2021-03-15,2647.4,10.4,3,1430,1064,1.007,1.038,0.0,0.0,0.0,0,0.0,0,0,0.727,0,1.14
port1002,port120,2021-04-15,2647.4,10.4,4,1430,1064,0.903,0.992,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2021-05-15,2647.4,10.4,5,1430,1064,0.981,1.049,0.0,0.0,0.0,0,0.0,0,0,0.727,0,1.47
port1002,port120,2021-06-15,2647.4,10.4,6,1430,1064,1.077,1.139,0.0,0.0,0.0,0,0.0,0,0,0.727,0,4.16
port1002,port120,2021-07-15,2647.4,10.4,7,1430,1064,0.964,0.925,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2021-08-15,2647.4,10.4,8,1430,1064,0.877,1.105,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.14
port1002,port120,2021-09-15,2647.4,10.4,9,1430,1064,0.868,1.173,0.0,0.0,0.0,0,0.0,0,0,0.727,0,5.18
port1002,port120,2021-10-15,2647.4,10.4,10,1430,1064,0.894,0.914,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2021-11-15,2647.4,10.4,11,1430,1064,1.042,1.139,0.0,0.0,0.0,0,0.0,0,0,0.727,0,4.16
port1002,port120,2021-12-15,2647.4,10.4,12,1430,1064,1.042,1.06,0.0,0.0,0.0,0,0.0,0,0,0.727,0,1.8
port1002,port120,2022-01-15,2647.4,10.4,1,1430,1064,0.912,1.004,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.12
port1002,port120,2022-02-15,2647.4,10.4,2,1430,1064,1.068,0.936,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.04
port1002,port120,2022-03-15,2647.4,10.4,3,1430,1064,0.955,0.992,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2022-04-15,2647.4,10.4,4,1430,1064,0.929,1.083,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.49
port1002,port120,2022-05-15,2647.4,10.4,5,1430,1064,0.955,1.015,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.45
port1002,port120,2022-06-15,2647.4,10.4,6,1430,1064,1.085,1.004,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.55
port1002,port120,2022-07-15,2647.4,10.4,7,1430,1064,0.99,1.071,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.13
port1002,port120,2022-08-15,2647.4,10.4,8,1430,1064,1.042,0.981,0.0,0.0,0.0,0,0.0,0,0,0.727,0,1.26
port1002,port120,2022-09-15,2647.4,10.4,9,1430,1064,0.894,0.947,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2022-10-15,2647.4,10.4,10,1430,1064,1.068,1.049,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.04
port1002,port120,2022-11-15,2647.4,10.4,11,1430,1064,1.103,0.959,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.09
port1002,port120,2022-12-15,2647.4,10.4,12,1430,1064,1.016,0.88,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.48
port1002,port120,2023-01-15,2647.4,10.4,1,1430,1064,1.016,1.004,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.48
port1002,port120,2023-02-15,2647.4,10.4,2,1430,1064,0.912,0.891,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2023-03-15,2647.4,10.4,3,1430,1064,0.998,0.868,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2023-04-15,2647.4,10.4,4,1430,1064,1.12,1.071,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.59
port1002,port120,2023-05-15,2647.4,10.4,5,1430,1064,1.033,0.936,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.99
port1002,port120,2023-06-15,2647.4,10.4,6,1430,1064,1.085,0.925,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.55
port1002,port120,2023-07-15,2647.4,10.4,7,1430,1064,1.103,0.835,0.0,0.0,0.0,0,0.0,0,0,0.727,0,3.09
port1002,port120,2023-08-15,2647.4,10.4,8,1430,1064,1.068,0.959,0.0,0.0,0.0,0,0.0,0,0,0.727,0,2.04
port1002,port120,2023-09-15,2647.4,10.4,9,1430,1064,0.981,0.992,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2023-10-15,2647.4,10.4,10,1430,1064,0.99,0.902,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.0
port1002,port120,2023-11-15,2647.4,10.4,11,1430,1064,0.912,1.015,0.0,0.0,0.0,0,0.0,0,0,0.727,0,0.45
port1002,port120,2023-12-15,2647.4,10.4,12,1430,1064,1.146,0.902,0.0,0.0,0.0,0,0.0,0,0,0.727,0,4.37
port1002,port264,2020-01-15,4221.0,22.7,1,1430,1723,0.946,1.028,0.0,0.0,0.0,0,0.0,0,0,0.688,1,1.83
port1002,port264,2020-02-15,4221.0,22.7,2,1430,1723,1.05,1.141,0.0,0.0,0.0,0,0.0,0,0,0.688,1,9.22
port1002,port264,2020-03-15,4221.0,22.7,3,1430,1723,0.972,1.078,0.0,0.0,0.0,0,0.0,0,0,0.688,1,5.1
port1002,port264,2020-04-15,4221.0,22.7,4,1430,1723,0.99,1.092,0.0,0.0,0.0,0,0.0,0,0,0.688,1,6.01
port1002,port264,2020-05-15,4221.0,22.7,5,1430,1723,0.998,0.902,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-06-15,4221.0,22.7,6,1430,1723,0.886,0.902,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-07-15,4221.0,22.7,7,1430,1723,0.938,0.866,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-08-15,4221.0,22.7,8,1430,1723,0.972,0.986,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-09-15,4221.0,22.7,9,1430,1723,0.955,1.0,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-10-15,4221.0,22.7,10,1430,1723,0.92,0.951,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2020-11-15,4221.0,22.7,11,1430,1723,1.085,0.859,0.0,0.0,0.0,0,0.0,0,0,0.688,1,5.56
port1002,port264,2020-12-15,4221.0,22.7,12,1430,1723,1.181,1.042,0.0,0.0,0.0,0,0.0,0,0,0.688,1,11.83
port1002,port264,2021-01-15,4221.0,22.7,1,1430,1723,1.077,1.12,0.0,0.0,0.0,0,0.0,0,0,0.688,1,7.85
port1002,port264,2021-02-15,4221.0,22.7,2,1430,1723,1.033,0.944,0.0,0.0,0.0,0,0.0,0,0,0.688,1,2.16
port1002,port264,2021-03-15,4221.0,22.7,3,1430,1723,1.007,0.782,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.46
port1002,port264,2021-04-15,4221.0,22.7,4,1430,1723,0.903,0.993,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
port1002,port264,2021-05-15,4221.0,22.7,5,1430,1723,0.981,0.972,0.0,0.0,0.0,0,0.0,0,0,0.688,1,0.0
